id,repository_name,date(YYY-MM-DDThh-mm-ss),run_time(second),count_files,loc
dynup/kpatch,dynup/kpatch,2023-11-21T21-51-21,2.7508597209998698,30,13868
earlephilhower/ESP8266Audio,earlephilhower/ESP8266Audio,2023-11-21T21-51-23,35.61024789699968,391,260736
EasyHook/EasyHook,EasyHook/EasyHook,2023-11-21T21-51-59,2.639897091999956,43,18630
eclipse/mraa,eclipse/mraa,2023-11-21T21-52-02,11.44179019100011,173,40745
eclipse/paho.mqtt.c,eclipse/paho.mqtt.c,2023-11-21T21-52-13,10.035374147999846,101,63394
edenhill/kcat,edenhill/kcat,2023-11-21T21-52-23,1.0146939940000266,14,5624
eggert/tz,eggert/tz,2023-11-21T21-52-24,1.0266656220001096,9,9913
ElementsProject/lightning,ElementsProject/lightning,2023-11-21T21-52-25,64.00103340399983,1163,293919
elfmz/far2l,elfmz/far2l,2023-11-21T21-53-29,41.87695504700014,535,223145
ellson/MOTHBALLED-graphviz,ellson/MOTHBALLED-graphviz,2023-11-21T21-54-11,93.75491225299992,1073,1122768
emscripten-core/emscripten,emscripten-core/emscripten,2023-11-21T21-55-45,299.23829275399976,5414,1259473
emsec/ChameleonMini,emsec/ChameleonMini,2023-11-21T22-00-44,69.81516511400014,932,175965
emweb/wt,emweb/wt,2023-11-21T22-01-54,30.38593319100028,631,391234
endrazine/wcc,endrazine/wcc,2023-11-21T22-02-24,7.381854170999759,103,39948
eradman/entr,eradman/entr,2023-11-21T22-02-32,0.4131417080002393,6,1165
erich666/GraphicsGems,erich666/GraphicsGems,2023-11-21T22-02-32,26.965991570999904,385,68663
EricssonResearch/openwebrtc,EricssonResearch/openwebrtc,2023-11-21T22-02-59,4.959402268999838,103,24060
esnet/iperf,esnet/iperf,2023-11-21T22-03-04,3.4188591970000743,41,19258
esp8266/esp8266-wiki,esp8266/esp8266-wiki,2023-11-21T22-03-07,0.0822424880002472,1,108
espeak-ng/espeak-ng,espeak-ng/espeak-ng,2023-11-21T22-03-07,8.513533941999867,113,55861
espressif/esp-adf,espressif/esp-adf,2023-11-21T22-03-16,43.53060973100037,803,161886
espressif/esp-idf,espressif/esp-idf,2023-11-21T22-03-59,337.1369200650006,6479,2457613
espruino/Espruino,espruino/Espruino,2023-11-21T22-09-37,118.2560284480005,2076,1608926
Ettercap/ettercap,Ettercap/ettercap,2023-11-21T22-11-35,20.74343310400036,362,97849
evanw/thinscript,evanw/thinscript,2023-11-21T21-12-11,0.8082857440000453,3,11020
Ewenwan/ShiYanLou,Ewenwan/ShiYanLou,2023-11-21T21-12-11,22.30482964800001,407,71890
Exely/CSAPP-Labs,Exely/CSAPP-Labs,2023-11-21T21-12-34,5.69797936100008,74,22529
ExistentialAudio/BlackHole,ExistentialAudio/BlackHole,2023-11-21T21-12-39,0.3528411620000042,2,4725
EZLippi/Tinyhttpd,EZLippi/Tinyhttpd,2023-11-21T21-12-40,0.2084115320000137,2,549
EZLippi/WebBench,EZLippi/WebBench,2023-11-21T21-12-40,0.2877882510000518,2,552
F-Stack/f-stack,F-Stack/f-stack,2023-11-21T21-12-40,903.709818995,11857,6623494
f0rb1dd3n/Reptile,f0rb1dd3n/Reptile,2023-11-21T21-27-44,5.186719289999928,66,20726
facebook/fishhook,facebook/fishhook,2023-11-21T21-27-49,0.1510383490001459,2,340
facebook/zstd,facebook/zstd,2023-11-21T21-27-49,20.640886218000105,228,110764
facebookarchive/libphenom,facebookarchive/libphenom,2023-11-21T21-28-10,5.004356622000159,95,31557
facebookresearch/darkforestGo,facebookresearch/darkforestGo,2023-11-21T21-28-15,6.000483593999888,64,17249
Facico/Chinese-Vicuna,Facico/Chinese-Vicuna,2023-11-21T21-28-21,1.2733387880000464,3,11512
fastos/fastsocket,fastos/fastsocket,2023-11-21T21-28-22,1627.253105265,26693,12488945
FASTSHIFT/X-TRACK,FASTSHIFT/X-TRACK,2023-11-21T21-55-30,109.72423705899972,1045,421352
feiskyer/sdn-handbook,feiskyer/sdn-handbook,2023-11-21T21-57-19,0.6435743920001187,5,1239
FelixKratz/SketchyBar,FelixKratz/SketchyBar,2023-11-21T21-57-20,6.0887923469999805,60,11118
FeralInteractive/gamemode,FeralInteractive/gamemode,2023-11-21T21-57-26,2.3241372839997894,31,8023
FFmpeg/FFmpeg,FFmpeg/FFmpeg,2023-11-21T21-57-28,317.77080038700024,4171,1617941
ffmpegwasm/ffmpeg.wasm,ffmpegwasm/ffmpeg.wasm,2023-11-21T22-02-46,1.7689059210001687,13,22704
FFTW/fftw3,FFTW/fftw3,2023-11-21T22-02-48,21.4968852840002,367,49828
firmianay/CTF-All-In-One,firmianay/CTF-All-In-One,2023-11-21T22-03-09,3.853785678999884,57,13730
flatpak/flatpak,flatpak/flatpak,2023-11-21T22-03-13,13.99960384499991,190,123901
flightlessmango/MangoHud,flightlessmango/MangoHud,2023-11-21T22-03-27,3.632836934999887,65,28205
Flipper-XFW/Xtreme-Firmware,Flipper-XFW/Xtreme-Firmware,2023-11-21T22-03-31,232.2643954560004,4247,2244436
floooh/sokol,floooh/sokol,2023-11-21T22-07-23,5.629270665000149,52,110967
flutter/codelabs,flutter/codelabs,2023-11-21T22-07-29,57.2650793329999,1043,346724
FlyGoat/RyzenAdj,FlyGoat/RyzenAdj,2023-11-21T22-08-26,0.9660994229998324,12,4866
fogleman/Craft,fogleman/Craft,2023-11-21T22-08-27,10.919966834000206,122,261579
fontforge/fontforge,fontforge/fontforge,2023-11-21T22-08-38,49.77110938100032,414,571519
foobnix/LibreraReader,foobnix/LibreraReader,2023-11-21T22-09-28,38.185387683000044,589,307168
Foundry376/Mailspring,Foundry376/Mailspring,2023-11-21T22-10-06,4.426318495000487,4,283830
freebsd/freebsd-src,freebsd/freebsd-src,2023-11-21T22-10-10,2523.036993167,35424,17063454
FreeRDP/FreeRDP,FreeRDP/FreeRDP,2023-11-21T22-52-13,82.2267627199999,1453,532275
FRRouting/frr,FRRouting/frr,2023-11-21T22-53-36,115.52558531600062,1438,874701
fukuchi/libqrencode,fukuchi/libqrencode,2023-11-21T22-55-31,3.9542814870001166,47,15499
fulldecent/system-bus-radio,fulldecent/system-bus-radio,2023-11-21T22-55-35,0.1679186620003747,1,108
fwupd/fwupd,fwupd/fwupd,2023-11-21T22-55-35,60.95185226299964,1201,292682
gatieme/LDD-LinuxDeviceDrivers,gatieme/LDD-LinuxDeviceDrivers,2023-11-21T22-56-36,38.11201767800048,635,138015
gdbinit/MachOView,gdbinit/MachOView,2023-11-21T22-57-14,41.51436336799998,633,241670
geany/geany,geany/geany,2023-11-21T22-57-56,30.368695657999524,458,222265
gentilkiwi/kekeo,gentilkiwi/kekeo,2023-11-21T22-58-26,4.557895134000319,82,30153
gentilkiwi/mimikatz,gentilkiwi/mimikatz,2023-11-21T22-58-31,23.166880009000124,304,318333
Genymobile/scrcpy,Genymobile/scrcpy,2023-11-21T22-58-54,8.914595901000212,147,25981
geohot/qira,geohot/qira,2023-11-21T22-59-03,2.906826921999709,42,14213
ggerganov/ggml,ggerganov/ggml,2023-11-21T22-59-06,4.720726737000405,39,54734
ggerganov/llama.cpp,ggerganov/llama.cpp,2023-11-21T22-59-10,3.5284039540001686,30,51585
ggreer/the_silver_searcher,ggreer/the_silver_searcher,2023-11-21T22-59-14,1.8858206040004009,23,6098
GiacomoLaw/Keylogger,GiacomoLaw/Keylogger,2023-11-21T22-59-16,0.1275207999997292,2,193
giltene/wrk2,giltene/wrk2,2023-11-21T22-59-16,19.688117289999354,170,78722
git/git,git/git,2023-11-21T22-59-36,91.65427932300008,883,389136
github/glb-director,github/glb-director,2023-11-21T23-01-07,3.6173650270002327,56,13028
glfw/glfw,glfw/glfw,2023-11-21T23-01-11,8.42352119500083,102,97556
glouw/paperview,glouw/paperview,2023-11-21T23-01-19,0.0568312249997688,1,231
glouw/tinn,glouw/tinn,2023-11-21T23-01-19,0.2200350900002377,3,415
gnab/rtl8812au,gnab/rtl8812au,2023-11-21T23-01-20,18.40979987299943,306,226767
gnea/grbl,gnea/grbl,2023-11-21T23-01-38,3.0185254399993937,39,10353
GNOME/glib,GNOME/glib,2023-11-21T23-01-41,84.27078523700038,1403,782572
Gnucash/gnucash,Gnucash/gnucash,2023-11-21T23-03-05,47.83456213699992,802,283925
gojue/ecapture,gojue/ecapture,2023-11-21T23-03-53,2.8441321390000667,36,119668
golang-ui/nuklear,golang-ui/nuklear,2023-11-21T23-03-56,0.5524815870003295,5,30118
google-ar/arcore-android-sdk,google-ar/arcore-android-sdk,2023-11-21T23-03-57,2.784002160999989,50,13653
google/AFL,google/AFL,2023-11-21T23-03-59,2.6390881139996054,26,16739
google/boringssl,google/boringssl,2023-11-21T23-04-02,40.11705137199988,607,241969
google/google-authenticator-libpam,google/google-authenticator-libpam,2023-11-21T23-04-42,1.006670656999631,13,4882
google/honggfuzz,google/honggfuzz,2023-11-21T23-04-43,7.552724567000041,84,20765
google/sanitizers,google/sanitizers,2023-11-21T23-04-51,8.740795992999665,1,9920
google/security-research,google/security-research,2023-11-21T23-04-59,14.305839979000666,70,21679
google/wuffs,google/wuffs,2023-11-21T23-05-14,57.10638814599952,83,235045
google/XNNPACK,google/XNNPACK,2023-11-21T23-06-11,2391.153109052,10233,2917142
googleprojectzero/winafl,googleprojectzero/winafl,2023-11-21T23-46-02,2.395190545999867,28,21151
gozfree/gear-lib,gozfree/gear-lib,2023-11-21T23-46-04,49.81114642600005,728,153027
gpac/gpac,gpac/gpac,2023-11-21T23-46-54,44.99196730800031,665,907499
GPUOpen-Effects/FidelityFX-FSR2,GPUOpen-Effects/FidelityFX-FSR2,2023-11-21T23-47-39,4.00733339999897,71,25892
GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator,GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator,2023-11-21T23-47-43,0.3791890610009432,5,20295
grbl/grbl,grbl/grbl,2023-11-21T23-47-44,3.4472454890001245,49,8540
greatscottgadgets/hackrf,greatscottgadgets/hackrf,2023-11-21T23-47-47,9.373261241000364,157,38404
greatscottgadgets/ubertooth,greatscottgadgets/ubertooth,2023-11-21T23-47-56,9.146443348001412,161,37120
greenbone/openvas-scanner,greenbone/openvas-scanner,2023-11-21T23-48-05,11.711594247000903,159,53388
greenplum-db/gpdb,greenplum-db/gpdb,2023-11-21T23-48-17,213.64284941000005,3912,1903199
gsliepen/tinc,gsliepen/tinc,2023-11-21T23-51-51,6.72053759100163,76,19661
guillaumechereau/goxel,guillaumechereau/goxel,2023-11-21T23-51-58,21.96160508899993,191,207277
h2o/h2o,h2o/h2o,2023-11-21T23-52-20,57.42468708199885,795,305741
h2o/picohttpparser,h2o/picohttpparser,2023-11-21T23-53-17,0.3358665899995685,4,1297
h3xduck/TripleCross,h3xduck/TripleCross,2023-11-21T23-53-17,9.876208008001411,98,397784
haad/proxychains,haad/proxychains,2023-11-21T23-53-27,0.5912379159999546,7,1930
haampie/libtree,haampie/libtree,2023-11-21T23-53-28,0.2516464309992443,4,1847
hackerschoice/thc-tips-tricks-hacks-cheat-sheet,hackerschoice/thc-tips-tricks-hacks-cheat-sheet,2023-11-21T23-53-28,0.0948335009998118,1,63
haiwen/seafile,haiwen/seafile,2023-11-21T23-53-28,7.494963053999527,100,54095
hanslub42/rlwrap,hanslub42/rlwrap,2023-11-21T23-53-36,1.6589382540005315,15,9620
hanwckf/rt-n56u,hanwckf/rt-n56u,2023-11-21T23-53-37,3156.9083629220004,48588,22741359
HarbourMasters/Shipwright,HarbourMasters/Shipwright,2023-11-22T00-46-14,128.68513028800044,2563,522251
hashcat/hashcat,hashcat/hashcat,2023-11-22T00-48-23,59.29475909900066,963,514548
hashcat/hashcat-legacy,hashcat/hashcat-legacy,2023-11-22T00-49-22,2.8949198739992426,26,43348
hasherezade/hollows_hunter,hasherezade/hollows_hunter,2023-11-22T00-49-25,0.6176423429988063,13,5013
helloexp/0day,helloexp/0day,2023-11-22T00-49-26,128.4797293269985,1433,779850
henkman/virgo,henkman/virgo,2023-11-22T00-51-34,0.0908231589983188,1,323
henrypp/memreduct,henrypp/memreduct,2023-11-22T00-51-34,0.2478101919987239,4,2969
henrypp/simplewall,henrypp/simplewall,2023-11-22T00-51-34,2.33641191300012,38,29587
hfiref0x/UACME,hfiref0x/UACME,2023-11-22T00-51-37,6.159313594000196,124,48557
laruence/yaf,laruence/yaf,2023-11-22T12-38-47,4.213946591000422,89,17163
lastpass/lastpass-cli,lastpass/lastpass-cli,2023-11-22T12-38-51,5.361153614998329,65,13921
lavabit/magma,lavabit/magma,2023-11-22T12-38-56,42.327862435995485,644,1247162
lc-soft/LCUI,lc-soft/LCUI,2023-11-22T12-39-39,14.328217880000013,252,56697
ldcsaa/HP-Socket,ldcsaa/HP-Socket,2023-11-22T12-39-53,91.94977391599969,1695,525374
ldpreload/BlackLotus,ldpreload/BlackLotus,2023-11-22T12-41-25,3.6855371839992586,65,27920
leahneukirchen/nq,leahneukirchen/nq,2023-11-22T12-41-29,0.2083089599982486,2,686
leandromoreira/ffmpeg-libav-tutorial,leandromoreira/ffmpeg-libav-tutorial,2023-11-22T12-41-29,0.3619465830051922,5,918
leapmotion/ProjectNorthStar,leapmotion/ProjectNorthStar,2023-11-22T12-41-29,8.929254702001344,161,52130
Legrandin/pycryptodome,Legrandin/pycryptodome,2023-11-22T12-41-38,10.113582761005093,107,52816
LemonBoy/bar,LemonBoy/bar,2023-11-22T12-41-48,0.2525072579956031,3,1619
lexborisov/myhtml,lexborisov/myhtml,2023-11-22T12-41-49,9.015191978003712,154,85589
lh3/bwa,lh3/bwa,2023-11-22T12-41-58,5.884559582998918,60,16961
lh3/minimap2,lh3/minimap2,2023-11-22T12-42-03,3.874990431002516,40,12255
libarchive/libarchive,libarchive/libarchive,2023-11-22T12-42-07,39.030265396002505,663,227800
libbpf/libbpf,libbpf/libbpf,2023-11-22T12-42-46,5.623685305006802,62,58842
libevent/libevent,libevent/libevent,2023-11-22T12-42-52,15.19491487400228,171,96317
libfuse/libfuse,libfuse/libfuse,2023-11-22T12-43-07,5.0271885539987125,56,31209
libfuse/sshfs,libfuse/sshfs,2023-11-22T12-43-12,0.6874951040008455,8,6056
libgdx/packr,libgdx/packr,2023-11-22T12-43-13,0.6885318490021746,9,5645
libgit2/libgit2,libgit2/libgit2,2023-11-22T12-43-14,65.4316096879993,1108,367956
libgit2/rugged,libgit2/rugged,2023-11-22T12-44-19,1.708498125000915,33,15843
libharu/libharu,libharu/libharu,2023-11-22T12-44-21,7.566012568000588,121,149614
libimobiledevice/libimobiledevice,libimobiledevice/libimobiledevice,2023-11-22T12-44-28,8.815182004000235,141,44669
libratbag/libratbag,libratbag/libratbag,2023-11-22T12-44-37,7.523984630002815,79,41282
libusb/hidapi,libusb/hidapi,2023-11-22T12-44-45,1.3252432179942844,20,11155
libusb/libusb,libusb/libusb,2023-11-22T12-44-46,4.3405921870071325,61,38872
libuv/libuv,libuv/libuv,2023-11-22T12-44-50,29.89093904900073,353,105807
lieff/minimp3,lieff/minimp3,2023-11-22T12-45-20,8.656220611999743,17,134029
liexusong/php-beast,liexusong/php-beast,2023-11-22T12-45-29,1.654783869998937,25,4491
LIJI32/SameBoy,LIJI32/SameBoy,2023-11-22T12-45-31,10.818186174998118,190,38978
limine-bootloader/limine,limine-bootloader/limine,2023-11-22T12-45-41,6.449845029004791,126,22500
linux-test-project/ltp,linux-test-project/ltp,2023-11-22T12-45-48,348.2217096859968,4722,608900
linw7/Skill-Tree,linw7/Skill-Tree,2023-11-22T12-51-36,2.1472981339975377,27,1885
litehtml/litehtml,litehtml/litehtml,2023-11-22T12-51-38,5.82954508500552,101,43591
LiteOS/LiteOS,LiteOS/LiteOS,2023-11-22T12-51-44,205.25326834699808,3675,1922211
litespeedtech/lsquic,litespeedtech/lsquic,2023-11-22T12-55-09,23.565920682995056,270,130091
liuliu/ccv,liuliu/ccv,2023-11-22T12-55-33,41.54949687799672,514,462587
lloyd/yajl,lloyd/yajl,2023-11-22T12-56-14,1.7387064969952917,27,6015
LMDB/lmdb,LMDB/lmdb,2023-11-22T12-56-16,1.627309568997589,15,15818
Lojii/Knot,Lojii/Knot,2023-11-22T12-56-18,33.73893509100162,451,189775
LongSoft/UEFITool,LongSoft/UEFITool,2023-11-22T12-56-51,2.345088757996564,40,12823
Lora-net/LoRaMac-node,Lora-net/LoRaMac-node,2023-11-22T12-56-54,57.868311140002334,1159,915552
lotabout/write-a-C-interpreter,lotabout/write-a-C-interpreter,2023-11-22T12-57-52,0.2551684780046344,3,2766
loyinglin/LearnOpenGLES,loyinglin/LearnOpenGLES,2023-11-22T12-57-52,12.154978380000102,224,99614
lpereira/lwan,lpereira/lwan,2023-11-22T12-58-04,12.353205048006204,133,38007
lsalzman/enet,lsalzman/enet,2023-11-22T12-58-16,1.0261410120001528,18,6496
lua/lua,lua/lua,2023-11-22T12-58-17,6.653519843996037,68,31680
lucavallin/barco,lucavallin/barco,2023-11-22T12-58-24,1.195669701002771,16,7431
luke-jr/bfgminer,luke-jr/bfgminer,2023-11-22T12-58-25,19.881703039005515,150,83771
LukeSmithxyz/st,LukeSmithxyz/st,2023-11-22T12-58-45,0.8984888949999004,10,6546
LumaTeam/Luma3DS,LumaTeam/Luma3DS,2023-11-22T12-58-46,17.216326825997385,311,71611
lwfinger/rtl8188eu,lwfinger/rtl8188eu,2023-11-22T12-59-03,46.22633518299699,739,456908
lzfse/lzfse,lzfse/lzfse,2023-11-22T12-59-50,1.326671239999996,15,5396
mabeijianxi/small-video-record,mabeijianxi/small-video-record,2023-11-22T12-59-51,265.1605545180064,3367,1280234
machyve/xhyve,machyve/xhyve,2023-11-22T13-04-16,9.05341182599659,141,55119
madeye/proxydroid,madeye/proxydroid,2023-11-22T13-04-25,8.665906543996243,118,52477
madler/pigz,madler/pigz,2023-11-22T13-04-34,2.0827022410012432,26,10121
madler/zlib,madler/zlib,2023-11-22T13-04-36,5.449422368001251,69,41225
madMAx43v3r/chia-plotter,madMAx43v3r/chia-plotter,2023-11-22T13-04-41,3.256894853999256,52,16935
maharmstone/btrfs,maharmstone/btrfs,2023-11-22T13-04-45,11.015676069997426,121,119870
Maratyszcza/NNPACK,Maratyszcza/NNPACK,2023-11-22T13-04-56,8.800523716003227,144,33996
marella/ctransformers,marella/ctransformers,2023-11-22T13-05-04,3.487421694000659,18,30406
martanne/vis,martanne/vis,2023-11-22T13-05-08,5.363937462003378,53,26149
martin-ger/esp_wifi_repeater,martin-ger/esp_wifi_repeater,2023-11-22T13-05-13,2.3746656570001505,49,16574
martinezjavier/ldd3,martinezjavier/ldd3,2023-11-22T13-05-16,3.747512525005732,68,12010
master131/BlockTheSpot,master131/BlockTheSpot,2023-11-22T13-05-19,1.457967633003136,13,11026
mattrajca/sudo-touchid,mattrajca/sudo-touchid,2023-11-22T13-05-21,17.73734559199511,240,83991
matz/streem,matz/streem,2023-11-22T13-05-39,3.334960495994892,35,11771
mbebenita/Broadway,mbebenita/Broadway,2023-11-22T13-05-42,12.0551116899951,258,84559
Mbed-TLS/mbedtls,Mbed-TLS/mbedtls,2023-11-22T13-05-54,24.86648797100497,455,252440
McNopper/OpenGL,McNopper/OpenGL,2023-11-22T13-06-19,16.298602438997477,207,174059
medusalix/xone,medusalix/xone,2023-11-22T13-06-35,0.8645959209970897,15,7347
meetecho/janus-gateway,meetecho/janus-gateway,2023-11-22T13-06-36,15.917734932998428,122,113190
Meituan-Dianping/DBProxy,Meituan-Dianping/DBProxy,2023-11-22T13-06-52,9.905546508998668,126,47969
Meituan-Dianping/Logan,Meituan-Dianping/Logan,2023-11-22T13-07-02,9.00981524400413,172,92446
Meituan-Dianping/SQLAdvisor,Meituan-Dianping/SQLAdvisor,2023-11-22T13-07-11,30.057428920998063,485,450093
melonDS-emu/melonDS,melonDS-emu/melonDS,2023-11-22T13-07-41,11.122570245002862,198,74303
memcached/memcached,memcached/memcached,2023-11-22T13-07-52,10.59247490100097,86,45745
memononen/nanovg,memononen/nanovg,2023-11-22T13-08-03,1.5910450770024909,19,23723
mendsley/bsdiff,mendsley/bsdiff,2023-11-22T13-08-04,0.2304143100045621,4,726
merbanan/rtl_433,merbanan/rtl_433,2023-11-22T13-08-04,15.974445382998963,309,87603
mgba-emu/mgba,mgba-emu/mgba,2023-11-22T13-08-20,49.91522191200056,851,535648
michal-z/zig-gamedev,michal-z/zig-gamedev,2023-11-22T13-09-10,160.1363375630026,3158,1267287
micropython/micropython,micropython/micropython,2023-11-22T13-11-50,99.42324312800338,1991,480480
microsoft/checkedc,microsoft/checkedc,2023-11-22T13-13-30,8.05079866500455,151,29737
microsoft/msquic,microsoft/msquic,2023-11-22T13-13-38,27.03056082400144,539,169420
microsoft/Windows-driver-samples,microsoft/Windows-driver-samples,2023-11-22T13-14-05,102.34162370400009,2047,1063328
MidnightCommander/mc,MidnightCommander/mc,2023-11-22T13-15-47,23.81645418300468,378,153500
ming1016/study,ming1016/study,2023-11-22T13-16-11,6.22104228399985,65,92291
MinhasKamal/CreepyCodeCollection,MinhasKamal/CreepyCodeCollection,2023-11-22T13-16-17,0.7766099349973956,16,250
minoca/os,minoca/os,2023-11-22T13-16-18,96.816028412999,1590,1483389
MiSTer-devel/Main_MiSTer,MiSTer-devel/Main_MiSTer,2023-11-22T13-17-55,11.885648741001203,207,72502
mit-pdos/xv6-public,mit-pdos/xv6-public,2023-11-22T13-18-07,3.394464605000394,68,9405
mit-pdos/xv6-riscv,mit-pdos/xv6-riscv,2023-11-22T13-18-10,3.152993807001621,61,11327
Mixiaoxiao/Arduino-HomeKit-ESP8266,Mixiaoxiao/Arduino-HomeKit-ESP8266,2023-11-22T13-18-13,7.534257833998708,150,61633
mjolnirapp/mjolnir,mjolnirapp/mjolnir,2023-11-22T13-18-21,5.773479452000174,78,24324
moby/hyperkit,moby/hyperkit,2023-11-22T13-18-27,8.72455209599866,134,51210
mofarrell/p2pvc,mofarrell/p2pvc,2023-11-22T13-18-35,2.136078977004217,36,12089
momotech/MLN,momotech/MLN,2023-11-22T13-18-38,163.39158365700132,3437,425776
mongrel2/mongrel2,mongrel2/mongrel2,2023-11-22T12-38-53,16.168527722998988,217,61338
moretension/duti,moretension/duti,2023-11-22T12-39-09,0.4549358139993273,7,1253
mortdeus/legacy-cc,mortdeus/legacy-cc,2023-11-22T12-39-10,0.6333951259948662,13,5243
Motion-Project/motion,Motion-Project/motion,2023-11-22T12-39-10,6.919056998005544,66,41829
mozilla/mozjpeg,mozilla/mozjpeg,2023-11-22T12-39-17,19.10677790200134,190,88443
mpaland/printf,mpaland/printf,2023-11-22T12-39-36,0.1161856390026514,2,1031
mpv-player/mpv,mpv-player/mpv,2023-11-22T12-39-36,37.87448652099556,538,194158
Mr-Un1k0d3r/EDRs,Mr-Un1k0d3r/EDRs,2023-11-22T12-40-14,0.6926388749998296,11,1021
mrexodia/TitanHide,mrexodia/TitanHide,2023-11-22T12-40-15,7.124991422999301,94,25608
MrGlockenspiel/activate-linux,MrGlockenspiel/activate-linux,2023-11-22T12-40-22,1.1989588040014496,21,1820
mruby/mruby,mruby/mruby,2023-11-22T12-40-23,9.148083866995876,158,79116
mstorsjo/llvm-mingw,mstorsjo/llvm-mingw,2023-11-22T12-40-32,2.0331613329981337,18,3234
mtoyoda/sl,mtoyoda/sl,2023-11-22T12-40-34,0.1418012509966502,2,445
mubix/post-exploitation,mubix/post-exploitation,2023-11-22T12-40-35,0.1972192100001848,3,745
mydumper/mydumper,mydumper/mydumper,2023-11-22T12-40-35,5.7786818189997575,81,17102
Mzzopublic/C,Mzzopublic/C,2023-11-22T12-40-41,5.653699754999252,93,7088
n64decomp/sm64,n64decomp/sm64,2023-11-22T12-40-46,169.6887959300002,3026,669025
NagiosEnterprises/nagioscore,NagiosEnterprises/nagioscore,2023-11-22T12-43-36,14.315501412995218,190,137949
namhyung/uftrace,namhyung/uftrace,2023-11-22T12-43-50,13.22972875200503,201,64041
nanomsg/nanomsg,nanomsg/nanomsg,2023-11-22T12-44-04,19.682754448993364,270,38855
nanomsg/nng,nanomsg/nng,2023-11-22T12-44-23,18.008366883004783,292,94026
nanopb/nanopb,nanopb/nanopb,2023-11-22T12-44-41,8.364326433002134,143,16889
nanovms/nanos,nanovms/nanos,2023-11-22T12-44-50,29.56360931800009,482,149909
nbs-system/naxsi,nbs-system/naxsi,2023-11-22T12-45-19,2.3732157019985607,27,22302
nelhage/reptyr,nelhage/reptyr,2023-11-22T12-45-22,1.8861414579951088,28,3780
netblue30/firejail,netblue30/firejail,2023-11-22T12-45-23,20.904790046006383,180,50048
netdata/netdata,netdata/netdata,2023-11-22T12-45-44,64.1996853870005,559,543539
NetHack/NetHack,NetHack/NetHack,2023-11-22T12-46-48,26.442825904996425,495,395809
networkprotocol/netcode,networkprotocol/netcode,2023-11-22T12-47-15,3.899163228001271,69,14695
networkprotocol/yojimbo,networkprotocol/yojimbo,2023-11-22T12-47-19,6.61653970900079,130,44825
neurobin/shc,neurobin/shc,2023-11-22T12-47-25,0.127559699001722,1,1364
neutrinolabs/xrdp,neutrinolabs/xrdp,2023-11-22T12-47-26,13.207400233004591,220,105057
nfs-ganesha/nfs-ganesha,nfs-ganesha/nfs-ganesha,2023-11-22T12-47-39,49.11063271599414,551,266744
nginx/nginx,nginx/nginx,2023-11-22T12-48-28,21.18941565300338,390,229641
nginx/unit,nginx/unit,2023-11-22T12-48-49,36.203826227996615,313,117843
NicoHood/HID,NicoHood/HID,2023-11-22T12-49-25,2.302898645997629,48,13635
nicolasff/webdis,nicolasff/webdis,2023-11-22T12-49-28,7.123276708996855,93,23956
nigels-com/glew,nigels-com/glew,2023-11-22T12-49-35,1.562661604002642,33,4415
nihui/opencv-mobile,nihui/opencv-mobile,2023-11-22T12-49-36,0.1774718609958654,3,10129
nihui/waifu2x-ncnn-vulkan,nihui/waifu2x-ncnn-vulkan,2023-11-22T12-49-36,0.4556163219967857,7,11211
nkolban/esp32-snippets,nkolban/esp32-snippets,2023-11-22T12-49-37,12.272449600997788,248,41868
NLnetLabs/unbound,NLnetLabs/unbound,2023-11-22T12-49-49,15.340232145004848,288,175598
nmap/npcap,nmap/npcap,2023-11-22T12-50-05,3.999712822005677,77,23940
nmathewson/libevent_obsolete,nmathewson/libevent_obsolete,2023-11-22T12-50-09,12.742362760000104,149,82524
nmikhailov/Validity90,nmikhailov/Validity90,2023-11-22T12-50-21,8.23442059700028,104,69771
nodejs/http-parser,nodejs/http-parser,2023-11-22T12-50-30,0.7030295360018499,8,8125
nodemcu/nodemcu-firmware,nodemcu/nodemcu-firmware,2023-11-22T12-50-30,38.68643045299541,641,305056
NoiseByNorthwest/php-spx,NoiseByNorthwest/php-spx,2023-11-22T12-51-09,2.430968014996324,38,8032
notro/fbtft,notro/fbtft,2023-11-22T12-51-11,1.8324154150031973,32,10240
Novum/vkQuake,Novum/vkQuake,2023-11-22T12-51-13,42.70461108699965,315,231852
ntop/n2n,ntop/n2n,2023-11-22T12-51-56,7.245869361002406,103,32783
ntop/nDPI,ntop/nDPI,2023-11-22T12-52-03,19.48961336299544,314,127616
ntop/PF_RING,ntop/PF_RING,2023-11-22T12-52-23,105.2689294879965,944,766875
numberwolf/h265web.js,numberwolf/h265web.js,2023-11-22T12-54-08,280.8852856030062,3596,1395275
NVIDIA/open-gpu-kernel-modules,NVIDIA/open-gpu-kernel-modules,2023-11-22T12-58-49,168.70144937700388,3151,1527439
obs-ndi/obs-ndi,obs-ndi/obs-ndi,2023-11-22T13-01-37,1.34119595100492,19,2916
obsproject/obs-studio,obsproject/obs-studio,2023-11-22T13-01-39,92.7096125579992,994,315461
octalmage/robotjs,octalmage/robotjs,2023-11-22T13-03-12,3.7822873209952377,51,7127
odzhan/injection,odzhan/injection,2023-11-22T13-03-15,4.347889183998632,62,24602
